day,start time 3h interval (utc),location,height above ground in m,u-component wind in m/s,v-component wind in m/s,temperature in °C,global surface radiation in W/m2
195,06:00,2,2,-1.75,-0.23,2.16,220
195,09:00,2,2,-1.05,0.83,8.02,370
195,12:00,2,2,-1.14,-0.35,10.74,380
195,15:00,2,2,-0.28,-0.28,11.75,210
195,18:00,2,2,-0.49,-2.05,6.15,0
195,21:00,2,2,-0.95,0.17,4.95,0
196,00:00,2,2,-1.56,0.95,5.53,0
196,03:00,2,2,-1.10,0.34,3.64,0
196,06:00,2,2,-1.27,-0.07,5.31,70
196,09:00,2,2,0.54,1.07,8.33,263
196,12:00,2,2,2.54,-0.27,10.65,370
196,15:00,2,2,4.39,-0.92,10.35,210
196,18:00,2,2,2.64,-1.18,4.85,0
196,21:00,2,2,1.79,-0.28,1.85,0
197,00:00,2,2,1.79,1.05,1.45,0
197,03:00,2,2,1.09,0.66,-0.66,0
197,06:00,2,2,0.32,0.62,-0.45,170
197,09:00,2,2,-0.30,-0.44,4.65,270
197,12:00,2,2,0.09,-2.94,6.45,280
197,15:00,2,2,0.24,-3.20,6.15,160
197,18:00,2,2,0.17,-3.42,2.85,0
197,21:00,2,2,0.31,-2.58,2.75,0
198,00:00,2,2,-0.21,-2.58,2.30,0
198,03:00,2,2,-0.61,-2.75,1.78,0
198,06:00,2,2,0.44,-2.00,1.62,70
198,09:00,2,2,0.22,-2.51,2.65,140
198,12:00,2,2,0.97,-2.79,3.75,190
198,15:00,2,2,1.39,-2.00,4.45,110
198,18:00,2,2,0.34,-2.90,2.45,0
198,21:00,2,2,0.63,-1.23,0.25,0
199,00:00,2,2,-0.27,-1.40,2.04,0
199,03:00,2,2,0.48,-0.54,-1.65,0
199,06:00,2,2,1.01,0.92,0.48,190
199,09:00,2,2,1.10,0.94,3.65,340
199,12:00,2,2,1.05,-0.17,5.45,340
199,15:00,2,2,1.24,0.50,5.75,190
199,18:00,2,2,0.63,-0.02,-1.75,0
199,21:00,2,2,0.47,-0.28,-2.25,0
200,00:00,2,2,0.03,1.00,-1.75,0
200,03:00,2,2,-0.72,1.49,-1.35,0
200,06:00,2,2,-1.88,0.60,1.31,110
200,09:00,2,2,-0.26,1.54,4.51,210
200,12:00,2,2,1.17,1.72,6.15,110
200,15:00,2,2,0.55,1.61,4.85,61
200,18:00,2,2,-0.86,1.04,2.95,0
200,21:00,2,2,-1.26,1.40,2.45,0
201,00:00,2,2,-0.62,0.79,2.58,0
201,03:00,2,2,-1.32,0.62,0.33,0
201,06:00,2,2,-1.72,0.80,1.30,100
201,09:00,2,2,-0.47,0.46,5.03,262
201,12:00,2,2,-1.25,-0.90,6.55,350
201,15:00,2,2,-0.52,-0.69,7.35,197
201,18:00,2,2,-1.48,-0.94,0.55,0
201,21:00,2,2,-1.02,-2.16,0.75,0
202,00:00,2,2,-0.89,-1.17,-0.85,0
202,03:00,2,2,-0.76,-1.07,-1.25,0
202,06:00,2,2,-0.87,-1.31,-1.02,190
202,09:00,2,2,-0.10,-0.93,5.48,318
202,12:00,2,2,0.08,-1.84,7.65,330
202,15:00,2,2,-1.08,-2.29,7.85,182
202,18:00,2,2,-1.15,-1.66,1.25,0
202,21:00,2,2,-1.93,-1.48,1.25,0
203,00:00,2,2,-2.74,-0.81,1.45,0
203,03:00,2,2,-2.15,-1.59,0.75,0
203,06:00,2,2,-0.71,-1.07,-1.82,190
203,09:00,2,2,-1.55,-1.64,6.23,340
203,12:00,2,2,-0.37,-1.47,8.65,300
203,15:00,2,2,0.57,-2.16,8.25,160
203,18:00,2,2,-0.39,-2.91,5.95,0
203,21:00,2,2,-0.88,-1.60,5.35,0
204,00:00,2,2,-1.39,-1.32,4.66,0
204,03:00,2,2,-1.06,-1.44,4.85,0
204,06:00,2,2,-1.20,-0.44,4.07,40
204,09:00,2,2,-0.10,-1.56,6.29,171
204,12:00,2,2,-0.03,-0.98,8.55,200
204,15:00,2,2,1.11,-1.16,9.15,110
204,18:00,2,2,-0.57,-0.64,3.65,0
204,21:00,2,2,-0.32,0.12,1.25,0
205,00:00,2,2,-0.26,0.15,0.76,0
205,03:00,2,2,0.17,1.32,0.82,0
205,06:00,2,2,-1.29,1.71,4.46,60
205,09:00,2,2,0.81,2.40,7.10,99
205,12:00,2,2,1.76,1.13,8.65,110
205,15:00,2,2,2.17,0.99,9.05,60
205,18:00,2,2,0.87,2.13,6.75,0
205,21:00,2,2,0.14,1.69,4.35,0
206,00:00,2,2,-1.00,0.90,5.01,0
206,03:00,2,2,-0.89,0.37,4.74,0
206,06:00,2,2,0.20,1.00,3.85,160
206,09:00,2,2,-1.06,-0.12,9.58,305
206,12:00,2,2,-1.40,-0.60,12.25,270
206,15:00,2,2,-1.61,0.28,12.45,150
206,18:00,2,2,-2.00,0.58,6.15,0
206,21:00,2,2,-1.60,0.90,4.55,0
207,00:00,2,2,-1.84,1.95,5.99,0
207,03:00,2,2,-2.27,2.39,7.05,0
207,06:00,2,2,-3.17,1.51,5.85,160
207,09:00,2,2,-2.71,2.12,10.05,293
207,12:00,2,2,-1.33,1.87,14.75,280
207,15:00,2,2,-1.13,2.47,14.05,150
207,18:00,2,2,-0.98,2.01,8.85,0
207,21:00,2,2,-0.45,2.74,8.35,0
208,00:00,2,2,0.51,3.92,9.12,0
208,03:00,2,2,0.64,2.20,8.44,0
208,06:00,2,2,-0.16,1.07,5.82,120
208,09:00,2,2,1.11,0.80,10.90,250
208,12:00,2,2,-0.09,-0.49,13.95,310
208,15:00,2,2,-0.69,-2.61,13.65,170
208,18:00,2,2,-1.81,-1.21,8.15,0
208,21:00,2,2,-2.40,-0.71,7.45,0
209,00:00,2,2,-2.69,-0.29,6.50,0
209,03:00,2,2,-2.37,0.75,5.75,0
209,06:00,2,2,-2.35,0.92,5.94,160
209,09:00,2,2,-1.71,1.95,10.09,301
209,12:00,2,2,-1.59,0.97,12.27,330
209,15:00,2,2,-0.92,0.85,13.35,180
209,18:00,2,2,-1.28,0.26,5.55,0
209,21:00,2,2,-1.69,1.42,5.95,0
210,00:00,2,2,-2.29,1.30,5.23,0
210,03:00,2,2,-1.86,1.58,4.57,0
210,06:00,2,2,-2.67,1.84,4.13,160
210,09:00,2,2,-1.60,1.76,9.06,303
210,12:00,2,2,-1.59,0.75,11.15,330
210,15:00,2,2,-1.03,1.28,11.55,180
210,18:00,2,2,-2.29,-0.44,5.35,0
210,21:00,2,2,-2.33,1.00,4.65,0
211,00:00,2,2,-2.32,1.30,4.84,0
211,03:00,2,2,-1.92,1.33,5.16,0
211,06:00,2,2,-3.50,0.68,6.13,40
211,09:00,2,2,-2.32,0.89,8.50,210
211,12:00,2,2,-1.45,0.42,11.95,270
211,15:00,2,2,-0.50,0.14,12.95,140
211,18:00,2,2,3.13,-0.08,9.15,0
211,21:00,2,2,2.82,1.06,8.45,0
212,00:00,2,2,1.19,2.16,8.13,0
212,03:00,2,2,2.18,0.32,8.04,0
212,06:00,2,2,1.06,0.37,7.46,80
212,09:00,2,2,1.18,-0.09,9.15,160
212,12:00,2,2,-0.02,-0.46,11.01,120
212,15:00,2,2,0.38,-1.41,11.45,70
212,18:00,2,2,-1.22,-1.13,8.55,0
212,21:00,2,2,-1.33,-0.40,6.45,0
213,00:00,2,2,-1.45,-0.50,5.49,0
213,03:00,2,2,-2.03,0.27,5.67,0
213,06:00,2,2,-2.12,0.80,6.74,110
213,09:00,2,2,-1.78,1.34,10.13,260
213,12:00,2,2,-1.50,1.18,12.35,280
213,15:00,2,2,-1.58,1.68,11.75,150
213,18:00,2,2,-2.70,0.60,7.55,0
213,21:00,2,2,-2.39,0.97,6.35,0
214,00:00,2,2,-2.28,1.46,5.75,0
214,03:00,2,2,-2.35,1.36,5.25,0
214,06:00,2,2,-2.22,1.49,5.54,130
214,09:00,2,2,-2.25,1.72,8.99,274
214,12:00,2,2,-1.72,1.67,12.35,310
214,15:00,2,2,-1.55,0.85,12.15,170
214,18:00,2,2,-2.27,0.24,6.55,0
214,21:00,2,2,-1.77,1.03,5.99,0
215,00:00,2,2,-1.47,1.13,5.21,0
215,03:00,2,2,-1.54,1.53,5.07,0
215,06:00,2,2,-2.51,1.28,4.55,140
215,09:00,2,2,-1.68,1.48,9.81,284
215,12:00,2,2,-1.41,-0.07,11.45,310
215,15:00,2,2,-1.49,0.26,11.55,170
215,18:00,2,2,-2.05,-0.41,4.35,0
215,21:00,2,2,-1.94,1.06,4.15,0
216,00:00,2,2,-2.43,1.26,4.25,0
216,03:00,2,2,-1.93,1.55,3.64,0
216,06:00,2,2,-2.76,1.06,2.02,150
216,09:00,2,2,-2.14,1.88,7.75,290
216,12:00,2,2,-2.22,-0.06,10.25,320
216,15:00,2,2,-0.86,0.93,9.85,170
216,18:00,2,2,-1.67,-0.28,3.05,0
216,21:00,2,2,-1.69,1.07,3.26,0
217,00:00,2,2,-2.54,1.40,4.00,0
217,03:00,2,2,-2.51,1.16,3.74,0
217,06:00,2,2,-2.55,0.56,1.95,130
217,09:00,2,2,-2.06,1.30,8.20,230
217,12:00,2,2,-1.75,-0.39,8.86,160
217,15:00,2,2,-0.38,1.53,9.53,80
217,18:00,2,2,-2.88,0.04,6.89,0
217,21:00,2,2,-1.11,1.12,4.74,0
218,00:00,2,2,-1.46,1.86,4.90,0
218,03:00,2,2,-2.00,1.47,5.44,0
218,06:00,2,2,-2.68,1.75,5.50,90
218,09:00,2,2,-2.19,1.53,10.32,230
218,12:00,2,2,-0.48,1.59,13.51,280
218,15:00,2,2,-0.33,1.58,12.35,150
218,18:00,2,2,-1.53,1.11,7.85,0
218,21:00,2,2,-1.36,1.15,7.09,0
219,00:00,2,2,-1.19,0.97,6.57,0
219,03:00,2,2,-0.76,1.09,6.64,0
219,06:00,2,2,-1.69,1.61,5.51,120
219,09:00,2,2,-1.84,1.09,10.86,260
219,12:00,2,2,-1.13,0.96,14.35,280
219,15:00,2,2,-0.43,0.80,12.45,150
219,18:00,2,2,-1.44,0.62,7.43,0
219,21:00,2,2,-1.58,1.85,8.57,0
220,00:00,2,2,-1.69,2.74,9.33,0
220,03:00,2,2,-1.54,2.66,9.22,0
220,06:00,2,2,-2.22,2.08,7.90,120
220,09:00,2,2,-1.21,2.63,11.60,250
220,12:00,2,2,1.89,1.68,15.87,220
220,15:00,2,2,2.08,1.05,14.45,120
220,18:00,2,2,0.30,1.44,8.35,0
220,21:00,2,2,-0.60,2.24,9.64,0
221,00:00,2,2,-0.68,2.10,10.81,0
221,03:00,2,2,-0.85,2.10,11.86,0
221,06:00,2,2,-1.04,2.34,9.93,110
221,09:00,2,2,-1.57,1.96,13.48,230
221,12:00,2,2,-0.39,1.26,17.41,260
221,15:00,2,2,-0.60,1.87,15.95,130
221,18:00,2,2,-1.88,1.89,12.55,0
221,21:00,2,2,-0.31,2.35,11.72,0
222,00:00,2,2,0.59,1.81,10.25,0
222,03:00,2,2,-1.16,1.59,9.61,0
222,06:00,2,2,-2.05,0.44,9.12,110
222,09:00,2,2,-2.04,0.78,13.89,240
222,12:00,2,2,-2.08,0.76,17.52,260
222,15:00,2,2,-1.59,1.95,14.95,140
222,18:00,2,2,-2.68,1.66,11.68,0
222,21:00,2,2,-2.13,2.87,11.43,0
223,00:00,2,2,-0.47,3.37,10.59,0
223,03:00,2,2,0.20,2.53,8.85,0
223,06:00,2,2,-0.44,3.26,8.91,100
223,09:00,2,2,1.63,3.19,12.78,210
223,12:00,2,2,NaN,NaN,NaN,NaN
223,15:00,2,2,NaN,NaN,NaN,NaN
223,18:00,2,2,1.07,0.92,8.73,0
223,21:00,2,2,1.56,1.89,9.16,0
224,00:00,2,2,1.17,3.48,9.55,0
224,03:00,2,2,0.55,1.99,8.03,0
224,06:00,2,2,0.08,2.21,7.08,90
224,09:00,2,2,0.45,2.01,10.12,230
224,12:00,2,2,1.08,1.98,14.33,260
224,15:00,2,2,1.28,1.03,11.95,140
224,18:00,2,2,1.16,1.62,6.96,0
224,21:00,2,2,-0.09,1.53,5.01,0
225,00:00,2,2,-0.52,2.22,4.46,0
225,03:00,2,2,-0.87,1.77,3.76,0
225,06:00,2,2,-0.86,2.36,2.95,110
225,09:00,2,2,-1.19,1.43,7.87,240
225,12:00,2,2,0.02,1.12,10.75,260
225,15:00,2,2,0.29,1.31,9.14,140
225,18:00,2,2,-0.50,0.45,3.43,0
225,21:00,2,2,-0.64,1.04,3.32,0
226,00:00,2,2,-0.72,2.16,3.97,0
226,03:00,2,2,-0.82,1.48,3.02,0
226,06:00,2,2,-1.27,0.67,1.98,100
226,09:00,2,2,-2.22,0.93,8.16,230
226,12:00,2,2,-1.92,0.87,11.29,250
226,15:00,2,2,-1.66,1.28,9.49,130
226,18:00,2,2,-2.56,1.14,5.69,0
226,21:00,2,2,-2.57,1.31,4.96,0
227,00:00,2,2,-2.90,1.59,5.14,0
227,03:00,2,2,-1.44,2.33,4.96,0
227,06:00,2,2,0.07,2.75,4.27,90
227,09:00,2,2,0.81,2.60,7.91,200
227,12:00,2,2,2.73,1.26,10.02,200
227,15:00,2,2,2.46,2.03,9.32,100
227,18:00,2,2,1.09,2.40,7.73,0
227,21:00,2,2,2.88,2.10,7.47,0
228,00:00,2,2,4.34,0.75,7.97,0
228,03:00,2,2,3.00,0.60,5.51,0
228,06:00,2,2,2.47,1.03,4.64,70
228,09:00,2,2,2.41,0.34,6.58,200
228,12:00,2,2,2.46,1.93,9.12,220
228,15:00,2,2,2.26,1.58,7.52,120
228,18:00,2,2,0.30,1.98,5.87,0
228,21:00,2,2,1.09,2.14,5.75,0
229,00:00,2,2,0.81,2.68,5.78,0
229,03:00,2,2,0.86,2.86,4.64,0
229,06:00,2,2,0.59,3.93,4.19,90
229,09:00,2,2,1.70,2.52,8.76,210
229,12:00,2,2,2.60,3.36,12.96,210
229,15:00,2,2,2.18,1.61,11.16,110
229,18:00,2,2,-1.36,2.76,7.41,0
229,21:00,2,2,-0.03,2.33,6.84,0
230,00:00,2,2,0.49,3.16,7.41,0
230,03:00,2,2,-0.59,2.61,6.69,0
230,06:00,2,2,-1.48,3.07,6.56,90
230,09:00,2,2,-0.49,3.13,10.24,210
230,12:00,2,2,3.30,2.55,14.21,240
230,15:00,2,2,2.19,1.38,10.33,130
230,18:00,2,2,0.57,1.36,4.11,0
230,21:00,2,2,0.72,2.36,3.85,0
231,00:00,2,2,-0.47,3.12,4.75,0
231,03:00,2,2,-0.10,2.70,5.14,0
231,06:00,2,2,-1.16,3.16,5.48,70
231,09:00,2,2,1.20,3.85,9.06,50
231,12:00,2,2,1.77,3.66,9.80,30
231,15:00,2,2,2.97,2.64,10.93,20
231,18:00,2,2,0.54,2.92,10.46,0
231,21:00,2,2,3.63,3.75,11.12,0
232,00:00,2,2,2.62,4.30,11.56,0
232,03:00,2,2,3.20,4.37,11.24,0
232,06:00,2,2,2.13,2.77,10.95,70
232,09:00,2,2,6.33,1.62,11.28,200
232,12:00,2,2,5.16,2.25,13.16,230
232,15:00,2,2,4.02,1.81,10.92,120
232,18:00,2,2,0.46,2.45,6.96,0
232,21:00,2,2,1.13,2.85,6.33,0
233,00:00,2,2,0.35,3.62,8.54,0
233,03:00,2,2,2.65,3.46,9.84,0
233,06:00,2,2,2.80,1.99,9.25,40
233,09:00,2,2,7.57,3.02,10.32,140
233,12:00,2,2,6.26,2.52,11.85,130
233,15:00,2,2,4.45,3.41,10.99,60
233,18:00,2,2,2.18,3.71,11.67,0
233,21:00,2,2,7.53,5.06,11.78,0
234,00:00,2,2,5.50,4.10,11.74,0
234,03:00,2,2,8.16,4.66,11.35,0
234,06:00,2,2,7.02,4.23,10.84,10
234,09:00,2,2,4.03,4.84,10.29,10
234,12:00,2,2,10.99,6.91,12.13,10
234,15:00,2,2,14.41,8.17,11.27,0
234,18:00,2,2,4.78,-4.42,8.87,0
234,21:00,2,2,-0.73,-1.25,4.65,0
235,00:00,2,2,3.42,2.02,4.46,0
235,03:00,2,2,2.90,1.34,3.77,0
235,06:00,2,2,-0.06,1.42,1.73,70
235,09:00,2,2,2.43,2.39,3.05,180
235,12:00,2,2,7.48,1.40,3.69,60
235,15:00,2,2,6.40,-4.27,0.60,30
235,18:00,2,2,3.42,2.33,-1.09,0
235,21:00,2,2,3.46,3.79,-0.90,0
236,00:00,2,2,2.31,2.90,-0.41,0
236,03:00,2,2,2.58,-0.66,0.55,0
236,06:00,2,2,3.14,-2.70,0.30,60
236,09:00,2,2,2.51,-2.44,0.35,170
236,12:00,2,2,1.96,-1.72,1.50,210
236,15:00,2,2,2.13,-0.91,-0.09,110
236,18:00,2,2,1.53,-0.06,-2.51,0
236,21:00,2,2,1.70,1.89,-2.24,0
237,00:00,2,2,1.66,2.23,-1.77,0
237,03:00,2,2,1.67,1.20,-2.30,0
237,06:00,2,2,1.01,0.38,-3.39,60
237,09:00,2,2,1.11,-0.49,-0.53,180
237,12:00,2,2,0.82,-0.62,0.61,220
237,15:00,2,2,0.57,-1.45,-2.39,110
237,18:00,2,2,-0.37,-1.13,-5.26,0
237,21:00,2,2,-0.71,-0.69,-5.43,0
238,00:00,2,2,-1.20,0.18,-5.51,0
238,03:00,2,2,-0.40,0.43,-6.13,0
238,06:00,2,2,-1.12,1.80,-5.27,70
238,09:00,2,2,-1.81,2.11,-2.62,200
238,12:00,2,2,-0.37,2.82,-0.29,170
238,15:00,2,2,-0.15,2.70,-0.69,90
238,18:00,2,2,-1.73,2.24,-0.64,0
238,21:00,2,2,-0.22,3.22,-0.03,0
239,00:00,2,2,-0.98,3.10,-0.10,0
239,03:00,2,2,0.23,3.53,0.18,0
239,06:00,2,2,0.90,3.35,-0.07,30
239,09:00,2,2,1.64,3.11,0.60,120
239,12:00,2,2,1.77,1.64,1.84,140
239,15:00,2,2,1.78,1.23,0.19,70
239,18:00,2,2,0.94,1.91,0.42,0
239,21:00,2,2,1.20,1.29,0.73,0
240,00:00,2,2,0.53,-2.99,0.44,0
240,03:00,2,2,2.01,-2.01,-0.27,0
240,06:00,2,2,1.40,-1.32,-1.62,40
240,09:00,2,2,1.94,-0.82,0.38,110
240,12:00,2,2,1.09,-2.50,1.79,120
240,15:00,2,2,1.12,-2.58,1.32,60
240,18:00,2,2,-0.30,-2.85,0.97,0
240,21:00,2,2,-0.84,-2.21,0.56,0
241,00:00,2,2,-1.28,-1.10,0.11,0
241,03:00,2,2,-1.06,-1.79,-0.25,0
241,06:00,2,2,-1.11,-0.73,-6.04,70
241,09:00,2,2,-1.02,-1.51,-2.16,190
241,12:00,2,2,-0.41,-0.17,1.12,210
241,15:00,2,2,0.20,0.86,-3.55,110
241,18:00,2,2,-0.74,2.01,-5.85,0
241,21:00,2,2,-1.11,2.24,-6.69,0
242,00:00,2,2,-1.51,2.13,-6.70,0
242,03:00,2,2,-1.86,2.77,-5.85,0
242,06:00,2,2,-1.40,3.74,-2.65,10
242,09:00,2,2,1.67,2.67,-0.56,80
242,12:00,2,2,3.41,0.86,1.21,100
242,15:00,2,2,2.57,1.15,0.94,50
242,18:00,2,2,1.48,2.37,-1.36,0
242,21:00,2,2,1.34,2.78,-1.67,0
243,00:00,2,2,0.17,3.41,-1.99,0
243,03:00,2,2,-0.50,4.24,-1.15,0
243,06:00,2,2,0.25,3.80,0.90,10
243,09:00,2,2,2.61,4.92,1.56,30
243,12:00,2,2,3.38,4.11,2.86,30
243,15:00,2,2,2.60,4.09,2.93,20
243,18:00,2,2,1.99,4.23,3.91,0
243,21:00,2,2,3.88,4.79,4.27,0
244,00:00,2,2,3.26,4.74,5.11,0
244,03:00,2,2,4.60,4.77,5.08,0
244,06:00,2,2,1.54,4.53,4.86,10
244,09:00,2,2,4.18,4.23,5.35,80
244,12:00,2,2,2.40,2.96,7.11,50
244,15:00,2,2,4.28,3.07,5.99,30
244,18:00,2,2,1.29,4.07,5.77,0
244,21:00,2,2,5.06,5.03,5.87,0
245,00:00,2,2,3.26,4.79,5.24,0
245,03:00,2,2,6.03,6.05,5.85,0
245,06:00,2,2,1.07,1.96,5.34,0
245,09:00,2,2,2.49,3.57,5.53,20
245,12:00,2,2,1.59,3.38,7.68,80
245,15:00,2,2,2.49,1.85,7.06,40
245,18:00,2,2,0.06,2.47,5.39,0
245,21:00,2,2,-0.10,1.78,3.14,0
246,00:00,2,2,-0.41,1.59,1.94,0
246,03:00,2,2,-1.27,1.08,1.38,0
246,06:00,2,2,-1.57,1.11,1.15,60
246,09:00,2,2,-2.03,0.97,4.22,180
246,12:00,2,2,-1.24,1.06,7.23,200
246,15:00,2,2,-1.63,1.64,4.14,100
246,18:00,2,2,-1.87,0.32,1.00,0
246,21:00,2,2,-1.40,0.41,0.33,0
247,00:00,2,2,-1.75,1.94,1.72,0
247,03:00,2,2,-2.07,1.18,1.72,0
247,06:00,2,2,-1.68,1.35,0.68,60
247,09:00,2,2,-2.40,1.24,3.28,180
247,12:00,2,2,-2.02,1.59,5.52,200
247,15:00,2,2,-2.36,1.59,3.25,100
247,18:00,2,2,-3.26,1.17,0.69,0
247,21:00,2,2,-2.81,1.63,0.79,0
248,00:00,2,2,-1.78,2.88,1.34,0
248,03:00,2,2,-1.86,3.03,1.79,0
248,06:00,2,2,-3.22,2.27,0.05,40
248,09:00,2,2,-2.20,2.59,3.06,100
248,12:00,2,2,0.37,1.81,5.62,40
248,15:00,2,2,-0.10,1.85,4.22,20
248,18:00,2,2,-1.00,1.72,3.08,0
248,21:00,2,2,-0.87,0.82,3.87,0
249,00:00,2,2,-0.62,2.04,4.61,0
249,03:00,2,2,-0.31,0.43,1.41,0
249,06:00,2,2,-2.01,1.80,1.86,50
249,09:00,2,2,-1.61,1.17,4.47,170
249,12:00,2,2,-0.25,1.68,6.89,190
249,15:00,2,2,-0.84,2.12,4.53,100
249,18:00,2,2,-2.86,2.43,3.17,0
249,21:00,2,2,-2.33,2.38,2.89,0
250,00:00,2,2,-1.61,3.02,3.04,0
250,03:00,2,2,-2.19,3.09,3.04,0
250,06:00,2,2,-2.99,2.58,2.41,50
250,09:00,2,2,-2.73,2.89,4.23,160
250,12:00,2,2,-0.02,3.33,8.21,170
250,15:00,2,2,-0.14,2.43,6.52,90
250,18:00,2,2,-1.22,2.85,5.19,0
250,21:00,2,2,-1.76,1.97,4.42,0
251,00:00,2,2,-1.88,2.94,4.51,0
251,03:00,2,2,-2.28,1.89,3.79,0
251,06:00,2,2,-2.66,1.66,3.01,50
251,09:00,2,2,-2.28,1.33,5.22,160
251,12:00,2,2,-2.23,1.18,8.59,180
251,15:00,2,2,-1.16,0.51,5.18,90
251,18:00,2,2,-1.41,1.19,3.11,0
251,21:00,2,2,-1.68,1.59,3.06,0
252,00:00,2,2,-2.13,1.05,2.99,0
252,03:00,2,2,-1.62,1.41,2.48,0
252,06:00,2,2,-1.99,1.68,2.05,50
252,09:00,2,2,-1.62,1.79,4.43,150
252,12:00,2,2,-2.23,2.26,6.08,180
252,15:00,2,2,-2.06,1.79,4.73,90
252,18:00,2,2,-2.62,1.75,2.90,0
252,21:00,2,2,-1.32,2.51,2.88,0
253,00:00,2,2,-1.60,2.52,4.03,0
253,03:00,2,2,-0.90,2.36,4.18,0
253,06:00,2,2,1.63,-0.47,4.51,30
253,09:00,2,2,2.27,-0.67,4.94,120
253,12:00,2,2,1.82,-0.29,7.09,170
253,15:00,2,2,1.45,-0.66,4.46,90
253,18:00,2,2,0.23,0.12,1.02,0
253,21:00,2,2,-1.16,0.38,1.20,0
254,00:00,2,2,-2.10,0.65,1.37,0
254,03:00,2,2,-2.04,0.75,0.65,0
254,06:00,2,2,-2.78,1.48,0.16,50
254,09:00,2,2,-2.75,1.69,1.25,160
254,12:00,2,2,-2.94,1.77,3.65,190
254,15:00,2,2,-2.00,1.80,1.64,100
254,18:00,2,2,-2.93,0.99,0.00,0
254,21:00,2,2,-2.71,1.90,0.18,0
255,00:00,2,2,-2.96,3.42,0.98,0
255,03:00,2,2,-1.81,2.87,0.63,0
255,06:00,2,2,-1.87,2.97,0.21,50
255,09:00,2,2,-0.82,2.74,2.32,150
255,12:00,2,2,1.96,2.58,5.61,180
255,15:00,2,2,1.37,1.73,2.73,90
255,18:00,2,2,-0.18,2.96,3.47,0
255,21:00,2,2,0.95,2.72,2.36,0
256,00:00,2,2,1.51,2.66,1.57,0
256,03:00,2,2,0.88,2.85,1.01,0
256,06:00,2,2,-2.04,3.00,1.66,40
256,09:00,2,2,-1.30,2.22,2.96,140
256,12:00,2,2,0.58,2.65,6.85,160
256,15:00,2,2,-0.30,2.09,3.57,80
256,18:00,2,2,-1.17,2.27,2.09,0
256,21:00,2,2,-1.14,1.83,1.35,0
257,00:00,2,2,-0.55,2.18,1.07,0
257,03:00,2,2,-0.80,2.42,1.02,0
257,06:00,2,2,-0.45,2.71,0.58,40
257,09:00,2,2,-0.80,1.91,2.85,150
257,12:00,2,2,0.29,1.48,6.05,180
257,15:00,2,2,-0.58,1.16,2.14,90
257,18:00,2,2,-1.62,0.87,0.76,0
257,21:00,2,2,-1.85,0.82,0.83,0
258,00:00,2,2,-2.23,1.15,1.15,0
258,03:00,2,2,-2.01,0.88,0.89,0
258,06:00,2,2,-2.29,1.08,0.15,40
258,09:00,2,2,-2.62,1.30,2.35,150
258,12:00,2,2,-2.51,1.48,4.75,180
258,15:00,2,2,-2.43,1.43,2.75,90
258,18:00,2,2,-2.96,1.33,1.35,0
258,21:00,2,2,-2.60,1.65,1.25,0
259,00:00,2,2,-1.17,1.95,1.04,0
259,03:00,2,2,-2.16,2.33,1.95,0
259,06:00,2,2,-2.62,2.43,0.95,30
259,09:00,2,2,-2.62,1.51,2.61,120
259,12:00,2,2,-1.53,2.36,4.77,140
259,15:00,2,2,-2.13,1.53,3.52,70
259,18:00,2,2,-2.88,1.38,3.52,0
259,21:00,2,2,-2.18,1.45,3.69,0
260,00:00,2,2,-0.85,3.06,4.15,0
260,03:00,2,2,-2.55,2.60,3.45,0
260,06:00,2,2,-2.58,2.88,3.45,20
260,09:00,2,2,-2.11,2.43,4.75,70
260,12:00,2,2,-0.74,2.84,7.25,20
260,15:00,2,2,2.53,2.51,7.95,10
260,18:00,2,2,-0.12,1.50,6.85,0
260,21:00,2,2,0.13,2.44,6.45,0
261,00:00,2,2,0.38,2.85,7.35,0
261,03:00,2,2,-0.06,2.73,7.65,0
261,06:00,2,2,-1.15,2.29,7.25,40
261,09:00,2,2,-1.87,1.86,7.85,140
261,12:00,2,2,-1.67,1.37,10.87,170
261,15:00,2,2,-1.87,1.56,8.52,90
261,18:00,2,2,-2.70,1.06,7.27,0
261,21:00,2,2,-2.02,2.04,6.64,0
262,00:00,2,2,-1.75,2.81,6.39,0
262,03:00,2,2,-1.25,2.97,5.90,0
262,06:00,2,2,-2.28,2.88,4.77,10
262,09:00,2,2,-1.53,2.09,6.14,110
262,12:00,2,2,-1.47,2.35,8.91,160
262,15:00,2,2,-1.39,1.58,7.22,80
262,18:00,2,2,-2.04,1.43,5.80,0
262,21:00,2,2,-1.97,1.39,5.53,0
263,00:00,2,2,-2.19,1.43,5.20,0
263,03:00,2,2,-1.78,1.70,4.85,0
263,06:00,2,2,-1.45,1.33,3.55,40
263,09:00,2,2,-2.14,1.38,6.35,140
263,12:00,2,2,-1.62,1.28,9.25,180
263,15:00,2,2,-2.13,1.26,6.93,90
263,18:00,2,2,-2.70,0.60,5.12,0
263,21:00,2,2,-2.53,1.49,5.18,0
264,00:00,2,2,-1.74,2.30,5.35,0
264,03:00,2,2,-3.08,1.87,5.40,0
264,06:00,2,2,-3.12,2.11,4.12,40
264,09:00,2,2,-3.25,2.22,5.77,140
264,12:00,2,2,-1.96,2.27,9.34,160
264,15:00,2,2,-1.87,2.12,7.79,80
264,18:00,2,2,-1.52,2.50,6.56,0
264,21:00,2,2,-0.82,2.58,6.07,0
265,00:00,2,2,-0.58,2.53,6.56,0
